Usuario,Email,Genero,Edad,Ciudad,Estrato,Referencia_producto,Estado_civil,Acepta_envio_mail,Valor_Compra
11528,11528@hotmail.com,masculino,50,medellin,5,B,soltero/a,SI,22167
11529,11529@hotmail.com,femenino,65,bucaramanga,5,B,soltero/a,SI,40541
11530,11530@hotmail.com,femenino,27,cali,5,B,soltero/a,SI,80394
11531,11531@hotmail.com,masculino,48,medellin,6,C,casado/a,SI,82495
11532,11532@hotmail.com,masculino,63,bucaramanga,5,C,divorciado/a,SI,85690
11533,11533@hotmail.com,femenino,43,cali,5,C,soltero/a,SI,21157
11534,11534@hotmail.com,masculino,42,medellin,5,A,soltero/a,SI,20463
11535,11535@hotmail.com,femenino,32,cali,4,D,soltero/a,SI,25057
11536,11536@hotmail.com,masculino,38,bogota,5,C,soltero/a,SI,23685
11537,11537@hotmail.com,masculino,35,bogota,6,B,casado/a,SI,50061
11538,11538@hotmail.com,femenino,24,bogota,4,B,soltero/a,SI,77605
11539,11539@hotmail.com,masculino,46,bogota,6,B,soltero/a,SI,21908
11540,11540@hotmail.com,masculino,55,cali,6,C,soltero/a,SI,57223
11541,11541@hotmail.com,femenino,65,cali,6,C,soltero/a,SI,51062
11542,11542@hotmail.com,masculino,66,medellin,5,C,soltero/a,SI,24996
11543,11543@hotmail.com,masculino,32,medellin,5,C,casado/a,SI,98649
11544,11544@hotmail.com,femenino,50,medellin,6,D,divorciado/a,SI,77144
11545,11545@hotmail.com,masculino,44,cali,4,C,soltero/a,SI,48081
11546,11546@hotmail.com,masculino,35,bogota,6,D,soltero/a,SI,67479
11547,11547@hotmail.com,femenino,34,bogota,4,D,soltero/a,SI,46650
11548,11548@hotmail.com,masculino,28,bogota,6,D,soltero/a,SI,99853
11549,11549@hotmail.com,masculino,24,bogota,5,C,casado/a,SI,88950
11550,11550@hotmail.com,femenino,37,cali,4,B,soltero/a,SI,57575
11551,11551@hotmail.com,masculino,52,cali,5,B,soltero/a,SI,37379
11552,11552@hotmail.com,masculino,24,bogota,5,B,soltero/a,SI,99130
11553,11553@hotmail.com,femenino,45,bogota,6,C,soltero/a,SI,51557
11554,11554@hotmail.com,masculino,41,bogota,6,C,soltero/a,SI,38621
11555,11555@hotmail.com,femenino,29,bogota,6,C,casado/a,SI,91754
11556,11556@hotmail.com,masculino,36,cali,6,C,divorciado/a,SI,41856
11557,11557@hotmail.com,masculino,57,cali,4,D,soltero/a,SI,97751
11558,11558@hotmail.com,femenino,38,bogota,5,C,soltero/a,SI,69192
11559,11559@hotmail.com,masculino,47,bogota,5,A,soltero/a,SI,53490
11560,11560@hotmail.com,masculino,28,bogota,6,A,soltero/a,SI,85828
11561,11561@hotmail.com,femenino,25,bogota,6,D,casado/a,SI,42692
11562,11562@hotmail.com,masculino,42,cali,6,C,soltero/a,SI,42549
11563,11563@hotmail.com,masculino,28,barranquilla,5,B,soltero/a,SI,68029
11564,11564@hotmail.com,femenino,44,bucaramanga,5,B,soltero/a,SI,49136
11565,11565@hotmail.com,masculino,43,medellin,6,B,soltero/a,SI,36374
11566,11566@hotmail.com,masculino,55,medellin,6,C,soltero/a,SI,43953
11567,11567@hotmail.com,femenino,31,bogota,4,C,casado/a,SI,58111
11568,11568@hotmail.com,masculino,68,bogota,6,C,divorciado/a,SI,33483
11569,11569@hotmail.com,masculino,36,cali,5,C,soltero/a,SI,45200
11570,11570@hotmail.com,femenino,55,cali,5,D,soltero/a,SI,24079
11571,11571@hotmail.com,masculino,45,bogota,4,C,soltero/a,SI,82804
11572,11572@hotmail.com,masculino,45,bogota,4,A,soltero/a,SI,95013
11573,11573@hotmail.com,femenino,58,bogota,6,A,casado/a,SI,49608
11574,11574@hotmail.com,masculino,69,bogota,6,D,soltero/a,SI,78302
11575,11575@hotmail.com,femenino,50,cali,4,C,soltero/a,SI,28337
11576,11576@hotmail.com,masculino,25,barranquilla,5,B,soltero/a,SI,27623
11577,11577@hotmail.com,masculino,26,bucaramanga,4,B,soltero/a,SI,88131
11578,11578@hotmail.com,femenino,52,medellin,4,B,soltero/a,SI,27806
11579,11579@hotmail.com,masculino,51,medellin,4,C,casado/a,SI,97198
11580,11580@hotmail.com,masculino,61,bogota,6,C,divorciado/a,SI,55510
11581,11581@hotmail.com,femenino,58,bogota,5,C,soltero/a,SI,95044
11582,11582@hotmail.com,masculino,68,cali,6,C,soltero/a,SI,54699
11583,11583@hotmail.com,masculino,62,cali,6,D,soltero/a,SI,36068
11584,11584@hotmail.com,femenino,53,bogota,5,C,soltero/a,SI,23049
11585,11585@hotmail.com,masculino,67,bogota,5,A,casado/a,SI,38907
11586,11586@hotmail.com,masculino,68,bogota,6,A,soltero/a,SI,98823
11587,11587@hotmail.com,femenino,44,bogota,5,D,soltero/a,SI,60122
11588,11588@hotmail.com,masculino,66,cali,4,C,soltero/a,SI,62503
11589,11589@hotmail.com,masculino,37,barranquilla,6,B,soltero/a,NO,20980
11590,11590@hotmail.com,femenino,26,bucaramanga,4,B,soltero/a,SI,44232
11591,11591@hotmail.com,masculino,30,medellin,4,B,casado/a,SI,64291
11592,11592@hotmail.com,masculino,36,medellin,4,C,divorciado/a,SI,29129
11593,11593@hotmail.com,femenino,63,bogota,6,A,soltero/a,SI,86103
11594,11594@hotmail.com,masculino,68,bogota,4,C,soltero/a,SI,72491
11595,11595@hotmail.com,femenino,32,cali,5,C,soltero/a,SI,56378
11596,11596@hotmail.com,masculino,52,cali,4,D,soltero/a,SI,46460
11597,11597@hotmail.com,masculino,40,bogota,5,C,casado/a,SI,71495
11598,11598@hotmail.com,femenino,33,bogota,6,A,soltero/a,SI,69060
11599,11599@hotmail.com,masculino,52,bogota,5,A,soltero/a,SI,97666
11600,11600@hotmail.com,masculino,37,bogota,5,D,soltero/a,SI,63607
11601,11601@hotmail.com,femenino,46,cali,5,C,soltero/a,SI,40237
11602,11602@hotmail.com,masculino,45,barranquilla,5,B,soltero/a,SI,86040
11603,11603@hotmail.com,masculino,59,bucaramanga,4,B,casado/a,SI,31875
11604,11604@hotmail.com,masculino,22,medellin,4,A,divorciado/a,SI,94848
11605,11605@hotmail.com,femenino,64,medellin,5,C,soltero/a,SI,66747
11606,11606@hotmail.com,femenino,61,bogota,5,C,soltero/a,SI,49541
11607,11607@hotmail.com,masculino,61,bogota,5,C,soltero/a,SI,95642
11608,11608@hotmail.com,masculino,58,cali,6,C,soltero/a,SI,33474
11609,11609@hotmail.com,femenino,48,cali,4,D,casado/a,SI,30015
11610,11610@hotmail.com,masculino,65,bogota,4,C,soltero/a,SI,49518
11611,11611@hotmail.com,masculino,67,bogota,5,A,soltero/a,SI,84415
11612,11612@hotmail.com,masculino,31,bogota,5,A,soltero/a,SI,27956
11613,11613@hotmail.com,femenino,28,bogota,5,D,soltero/a,SI,24368
11614,11614@hotmail.com,femenino,22,cali,5,C,soltero/a,SI,56621
11615,11615@hotmail.com,masculino,66,barranquilla,4,B,casado/a,SI,62100
11616,11616@hotmail.com,masculino,48,bucaramanga,4,B,divorciado/a,SI,88041
11617,11617@hotmail.com,femenino,40,medellin,5,B,soltero/a,NO,86911
11618,11618@hotmail.com,masculino,35,medellin,6,C,soltero/a,SI,35526
11619,11619@hotmail.com,masculino,29,bogota,4,C,soltero/a,SI,45910
11620,11620@hotmail.com,masculino,48,bogota,4,C,soltero/a,SI,47227
11621,11621@hotmail.com,femenino,24,cali,6,C,casado/a,SI,73367
11622,11622@hotmail.com,femenino,32,cali,5,D,soltero/a,SI,29370
11623,11623@hotmail.com,masculino,64,bucaramanga,4,C,soltero/a,SI,44004
11624,11624@hotmail.com,masculino,32,cali,5,A,soltero/a,SI,52459
11625,11625@hotmail.com,femenino,57,medellin,5,A,soltero/a,SI,94642
11626,11626@hotmail.com,masculino,62,bucaramanga,5,D,soltero/a,SI,90868
11627,11627@hotmail.com,masculino,51,cali,4,C,casado/a,SI,73730
11628,11628@hotmail.com,masculino,22,medellin,6,B,divorciado/a,SI,71073
11629,11629@hotmail.com,femenino,27,bucaramanga,6,B,soltero/a,SI,79030
11630,11630@hotmail.com,femenino,66,cali,4,B,soltero/a,SI,74511
11631,11631@hotmail.com,masculino,44,medellin,4,C,soltero/a,SI,49867
11632,11632@hotmail.com,masculino,41,bucaramanga,5,C,soltero/a,SI,75879
11633,11633@hotmail.com,femenino,47,cali,6,C,casado/a,SI,55315
11634,11634@hotmail.com,masculino,59,medellin,6,A,soltero/a,SI,37998
11635,11635@hotmail.com,femenino,35,cali,5,D,soltero/a,SI,30978
11636,11636@hotmail.com,masculino,39,bogota,5,C,soltero/a,SI,90340
11637,11637@hotmail.com,masculino,58,bogota,6,B,soltero/a,SI,89407
11638,11638@hotmail.com,femenino,27,bogota,4,B,soltero/a,SI,23466
11639,11639@hotmail.com,masculino,63,bogota,4,B,casado/a,SI,37749
11640,11640@hotmail.com,masculino,23,cali,5,C,divorciado/a,SI,20852
11641,11641@hotmail.com,femenino,44,cali,4,C,soltero/a,SI,63632
11642,11642@hotmail.com,masculino,45,medellin,4,C,soltero/a,SI,52899
11643,11643@hotmail.com,masculino,20,medellin,6,C,soltero/a,SI,58628
11644,11644@hotmail.com,femenino,48,medellin,4,D,soltero/a,SI,38925
11645,11645@hotmail.com,masculino,40,cali,4,C,casado/a,SI,33989
11646,11646@hotmail.com,masculino,30,bogota,4,D,soltero/a,SI,75417
11647,11647@hotmail.com,femenino,60,bogota,5,D,soltero/a,SI,64023
11648,11648@hotmail.com,masculino,54,bogota,4,D,soltero/a,SI,32596
11649,11649@hotmail.com,masculino,53,bogota,6,C,soltero/a,SI,38670
11650,11650@hotmail.com,femenino,33,cali,6,B,soltero/a,SI,54093
11651,11651@hotmail.com,masculino,30,cali,4,B,casado/a,SI,38786
11652,11652@hotmail.com,masculino,25,bogota,6,B,divorciado/a,SI,77006
11653,11653@hotmail.com,femenino,29,bogota,5,C,soltero/a,SI,56565
11654,11654@hotmail.com,masculino,57,bogota,6,C,soltero/a,SI,76657
11655,11655@hotmail.com,femenino,47,bogota,5,C,soltero/a,SI,99904
11656,11656@hotmail.com,masculino,50,cali,5,C,soltero/a,SI,23145
11657,11657@hotmail.com,masculino,69,cali,4,D,casado/a,SI,91842
11658,11658@hotmail.com,femenino,62,bogota,6,C,soltero/a,SI,75736
11659,11659@hotmail.com,masculino,45,bogota,4,A,soltero/a,SI,55812
11660,11660@hotmail.com,masculino,27,bogota,5,A,soltero/a,SI,58066
11661,11661@hotmail.com,femenino,66,bogota,4,D,soltero/a,SI,32882
11662,11662@hotmail.com,masculino,57,cali,5,C,soltero/a,SI,79580
11663,11663@hotmail.com,masculino,68,barranquilla,6,B,casado/a,SI,67648
11664,11664@hotmail.com,femenino,38,bucaramanga,6,B,divorciado/a,SI,73486
11665,11665@hotmail.com,masculino,25,medellin,6,B,soltero/a,SI,80313
11666,11666@hotmail.com,masculino,38,medellin,6,C,soltero/a,SI,68455
11667,11667@hotmail.com,femenino,37,bogota,4,C,soltero/a,SI,33257
11668,11668@hotmail.com,masculino,40,bogota,6,C,soltero/a,SI,23555
11669,11669@hotmail.com,masculino,56,cali,6,C,casado/a,SI,52739
11670,11670@hotmail.com,femenino,55,cali,6,D,soltero/a,SI,24059
11671,11671@hotmail.com,masculino,67,bogota,5,C,soltero/a,SI,57191
11672,11672@hotmail.com,masculino,44,bogota,5,A,soltero/a,SI,46898
11673,11673@hotmail.com,femenino,69,bogota,4,A,soltero/a,SI,52683
11674,11674@hotmail.com,masculino,50,bogota,4,D,soltero/a,SI,72699
11675,11675@hotmail.com,femenino,29,cali,4,C,casado/a,SI,44420
11676,11676@hotmail.com,masculino,64,barranquilla,4,B,divorciado/a,SI,23892
11677,11677@hotmail.com,masculino,55,bucaramanga,5,B,soltero/a,SI,28847
11678,11678@hotmail.com,femenino,66,medellin,5,B,soltero/a,SI,92224
11679,11679@hotmail.com,masculino,39,medellin,5,C,soltero/a,SI,45947
11680,11680@hotmail.com,masculino,48,bogota,4,C,soltero/a,SI,49439
11681,11681@hotmail.com,femenino,24,bogota,4,C,casado/a,SI,95457
11682,11682@hotmail.com,masculino,25,cali,4,C,soltero/a,SI,39023
11683,11683@hotmail.com,masculino,59,cali,5,D,soltero/a,SI,58221
11684,11684@hotmail.com,femenino,20,bogota,4,C,soltero/a,SI,65130
11685,11685@hotmail.com,masculino,69,bogota,5,A,soltero/a,SI,53447
11686,11686@hotmail.com,masculino,46,bogota,4,A,soltero/a,SI,54314
11687,11687@hotmail.com,femenino,67,bogota,4,D,casado/a,SI,58698
11688,11688@hotmail.com,masculino,58,cali,6,C,divorciado/a,NO,42776
11689,11689@hotmail.com,masculino,30,barranquilla,4,B,soltero/a,SI,74049
11690,11690@hotmail.com,femenino,63,bucaramanga,5,B,soltero/a,SI,68125
11691,11691@hotmail.com,masculino,30,medellin,5,B,soltero/a,SI,40930
11692,11692@hotmail.com,masculino,34,medellin,6,C,soltero/a,SI,44792
11693,11693@hotmail.com,femenino,44,bogota,5,A,casado/a,SI,41825
11694,11694@hotmail.com,masculino,60,bogota,6,C,soltero/a,SI,74323
11695,11695@hotmail.com,femenino,56,cali,6,C,soltero/a,SI,79053
11696,11696@hotmail.com,masculino,59,cali,4,D,soltero/a,SI,38497
11697,11697@hotmail.com,masculino,35,bogota,6,C,soltero/a,SI,60986
11698,11698@hotmail.com,femenino,63,bogota,6,A,soltero/a,SI,48002
11699,11699@hotmail.com,masculino,25,bogota,6,A,casado/a,SI,35023
11700,11700@hotmail.com,masculino,37,bogota,5,D,divorciado/a,SI,50411
11701,11701@hotmail.com,femenino,29,cali,4,C,soltero/a,SI,33670
11702,11702@hotmail.com,masculino,70,barranquilla,4,B,soltero/a,SI,27457
11703,11703@hotmail.com,masculino,28,bucaramanga,5,B,soltero/a,SI,29869
11704,11704@hotmail.com,masculino,51,medellin,6,A,soltero/a,SI,24956
11705,11705@hotmail.com,femenino,26,medellin,5,C,casado/a,SI,64371
11706,11706@hotmail.com,femenino,41,bogota,5,C,soltero/a,SI,26545
11707,11707@hotmail.com,masculino,30,bogota,6,C,soltero/a,SI,28581
11708,11708@hotmail.com,masculino,50,cali,4,C,soltero/a,SI,68274
11709,11709@hotmail.com,femenino,26,cali,4,D,soltero/a,SI,83473
11710,11710@hotmail.com,masculino,23,bogota,4,C,soltero/a,SI,41136
11711,11711@hotmail.com,masculino,44,bogota,4,A,casado/a,SI,89541
11712,11712@hotmail.com,masculino,47,bogota,5,A,divorciado/a,SI,67375
11713,11713@hotmail.com,femenino,69,bogota,6,D,soltero/a,SI,22612
11714,11714@hotmail.com,femenino,20,cali,6,C,soltero/a,SI,97433
11715,11715@hotmail.com,masculino,66,barranquilla,4,B,soltero/a,SI,78477
11716,11716@hotmail.com,masculino,27,bucaramanga,6,B,soltero/a,NO,75705
11717,11717@hotmail.com,femenino,62,medellin,4,B,casado/a,SI,72837
11718,11718@hotmail.com,masculino,20,medellin,6,C,soltero/a,SI,31816
11719,11719@hotmail.com,masculino,36,bogota,4,C,soltero/a,SI,68895
11720,11720@hotmail.com,masculino,23,bogota,6,C,soltero/a,SI,28574
11721,11721@hotmail.com,femenino,56,cali,5,C,soltero/a,SI,98177
11722,11722@hotmail.com,femenino,50,cali,5,D,soltero/a,SI,30102
11723,11723@hotmail.com,masculino,20,bucaramanga,6,C,casado/a,SI,77296
11724,11724@hotmail.com,masculino,65,cali,5,A,divorciado/a,SI,46326
11725,11725@hotmail.com,femenino,38,medellin,5,A,soltero/a,SI,27317
11726,11726@hotmail.com,masculino,44,bucaramanga,5,D,soltero/a,SI,20464
11727,11727@hotmail.com,masculino,38,cali,4,C,soltero/a,SI,78939
11728,11728@hotmail.com,masculino,58,medellin,5,B,soltero/a,SI,88802
11729,11729@hotmail.com,femenino,36,bucaramanga,6,B,casado/a,SI,82976
11730,11730@hotmail.com,femenino,26,cali,5,B,soltero/a,SI,94583
11731,11731@hotmail.com,masculino,43,medellin,5,C,soltero/a,SI,26242
11732,11732@hotmail.com,masculino,50,bucaramanga,6,C,soltero/a,SI,67388
11733,11733@hotmail.com,femenino,62,cali,6,C,soltero/a,SI,83412
11734,11734@hotmail.com,masculino,69,medellin,5,A,soltero/a,SI,78512
11735,11735@hotmail.com,femenino,20,cali,5,D,casado/a,SI,89842
11736,11736@hotmail.com,masculino,65,bogota,5,C,divorciado/a,SI,63016
11737,11737@hotmail.com,masculino,61,bogota,6,B,soltero/a,SI,46999
11738,11738@hotmail.com,femenino,64,bogota,6,B,soltero/a,SI,80182
11739,11739@hotmail.com,masculino,40,bogota,5,B,soltero/a,SI,95603
11740,11740@hotmail.com,masculino,36,cali,4,C,soltero/a,SI,53429
11741,11741@hotmail.com,femenino,69,cali,4,C,casado/a,SI,64590
11742,11742@hotmail.com,masculino,52,medellin,6,C,soltero/a,SI,91894
11743,11743@hotmail.com,masculino,62,medellin,6,C,soltero/a,SI,50150
11744,11744@hotmail.com,femenino,37,medellin,4,D,soltero/a,SI,22001
11745,11745@hotmail.com,masculino,65,cali,5,C,soltero/a,SI,90430
11746,11746@hotmail.com,masculino,60,bogota,5,D,soltero/a,SI,43037
11747,11747@hotmail.com,femenino,30,bogota,6,D,casado/a,SI,76682
11748,11748@hotmail.com,masculino,59,bogota,4,D,divorciado/a,SI,60810
11749,11749@hotmail.com,masculino,56,bogota,6,C,soltero/a,SI,73357
11750,11750@hotmail.com,femenino,54,cali,4,B,soltero/a,SI,25249
11751,11751@hotmail.com,masculino,70,cali,5,B,soltero/a,SI,39119
11752,11752@hotmail.com,masculino,52,bogota,5,B,soltero/a,SI,81321
11753,11753@hotmail.com,femenino,70,bogota,6,C,casado/a,SI,46139
11754,11754@hotmail.com,masculino,26,bogota,6,C,soltero/a,SI,96678
11755,11755@hotmail.com,femenino,31,bogota,6,C,soltero/a,SI,40565
11756,11756@hotmail.com,masculino,35,cali,5,C,soltero/a,SI,77364
11757,11757@hotmail.com,masculino,25,cali,5,D,soltero/a,SI,89284
11758,11758@hotmail.com,femenino,37,bogota,6,C,soltero/a,SI,75076
11759,11759@hotmail.com,masculino,36,bogota,6,A,casado/a,SI,48999
11760,11760@hotmail.com,masculino,25,bogota,5,A,divorciado/a,SI,78043
11761,11761@hotmail.com,femenino,26,bogota,6,D,soltero/a,SI,88737
11762,11762@hotmail.com,masculino,57,cali,6,C,soltero/a,SI,86681
11763,11763@hotmail.com,masculino,24,barranquilla,4,B,soltero/a,SI,89931
11764,11764@hotmail.com,femenino,70,bucaramanga,5,B,soltero/a,SI,94223
11765,11765@hotmail.com,masculino,23,medellin,5,B,casado/a,SI,89940
11766,11766@hotmail.com,masculino,63,medellin,5,C,soltero/a,SI,24647
11767,11767@hotmail.com,femenino,39,bogota,5,C,soltero/a,SI,64648
11768,11768@hotmail.com,masculino,22,bogota,5,C,soltero/a,SI,68136
11769,11769@hotmail.com,masculino,22,cali,5,C,soltero/a,SI,53438
11770,11770@hotmail.com,femenino,42,cali,6,D,soltero/a,SI,48857
11771,11771@hotmail.com,masculino,31,bogota,4,C,casado/a,SI,47237
11772,11772@hotmail.com,masculino,68,bogota,6,A,divorciado/a,SI,92102
11773,11773@hotmail.com,femenino,53,bogota,4,A,soltero/a,SI,99050
11774,11774@hotmail.com,masculino,57,bogota,4,D,soltero/a,SI,89172
11775,11775@hotmail.com,femenino,29,cali,6,C,soltero/a,SI,47369
11776,11776@hotmail.com,masculino,68,barranquilla,5,B,soltero/a,SI,24460
11777,11777@hotmail.com,masculino,65,bucaramanga,5,B,casado/a,SI,49329
11778,11778@hotmail.com,femenino,23,medellin,6,B,soltero/a,SI,56519
11779,11779@hotmail.com,masculino,67,medellin,6,C,soltero/a,SI,94127
11780,11780@hotmail.com,masculino,67,bogota,6,C,soltero/a,SI,50185
11781,11781@hotmail.com,femenino,44,bogota,4,C,soltero/a,SI,82713
11782,11782@hotmail.com,masculino,47,cali,4,C,soltero/a,SI,24953
11783,11783@hotmail.com,masculino,30,cali,5,D,casado/a,SI,97487
11784,11784@hotmail.com,femenino,52,bogota,4,C,divorciado/a,SI,84229
11785,11785@hotmail.com,masculino,62,bogota,6,A,soltero/a,SI,90496
11786,11786@hotmail.com,masculino,43,bogota,6,A,soltero/a,SI,78915
11787,11787@hotmail.com,femenino,56,bogota,6,D,soltero/a,NO,87301
11788,11788@hotmail.com,masculino,22,cali,6,C,soltero/a,SI,71806
11789,11789@hotmail.com,masculino,58,barranquilla,4,B,casado/a,SI,29453
11790,11790@hotmail.com,femenino,21,bucaramanga,5,B,soltero/a,SI,59033
11791,11791@hotmail.com,masculino,53,medellin,5,B,soltero/a,SI,90874
11792,11792@hotmail.com,masculino,20,medellin,6,C,soltero/a,SI,94906
11793,11793@hotmail.com,femenino,38,bogota,4,A,soltero/a,SI,45105
11794,11794@hotmail.com,masculino,25,bogota,6,C,soltero/a,SI,65561
11795,11795@hotmail.com,femenino,64,cali,4,C,casado/a,SI,58686
11796,11796@hotmail.com,masculino,50,cali,5,D,divorciado/a,SI,89901
11797,11797@hotmail.com,masculino,37,bogota,4,C,soltero/a,SI,24965
11798,11798@hotmail.com,femenino,36,bogota,6,A,soltero/a,SI,52509
11799,11799@hotmail.com,masculino,62,bogota,5,A,soltero/a,SI,69347
11800,11800@hotmail.com,masculino,58,bogota,6,D,soltero/a,SI,25644
11801,11801@hotmail.com,femenino,56,cali,5,C,casado/a,SI,55212
11802,11802@hotmail.com,masculino,64,barranquilla,6,B,soltero/a,SI,94482
11803,11803@hotmail.com,masculino,39,bucaramanga,4,B,soltero/a,SI,96859
11804,11804@hotmail.com,masculino,37,medellin,6,A,soltero/a,SI,62949
11805,11805@hotmail.com,femenino,23,medellin,4,C,soltero/a,SI,45500
11806,11806@hotmail.com,femenino,21,bogota,4,C,soltero/a,SI,41739
11807,11807@hotmail.com,masculino,21,bogota,4,C,casado/a,SI,87238
11808,11808@hotmail.com,masculino,23,cali,6,C,divorciado/a,SI,63208
11809,11809@hotmail.com,femenino,47,cali,4,D,soltero/a,SI,91653
11810,11810@hotmail.com,masculino,21,bogota,5,C,soltero/a,SI,39489
11811,11811@hotmail.com,masculino,39,bogota,6,A,soltero/a,SI,50945
11812,11812@hotmail.com,masculino,62,bogota,4,A,soltero/a,SI,99671
11813,11813@hotmail.com,femenino,43,bogota,5,D,casado/a,SI,55201
11814,11814@hotmail.com,femenino,49,cali,4,C,soltero/a,SI,62741
11815,11815@hotmail.com,masculino,23,barranquilla,6,B,soltero/a,NO,62365
11816,11816@hotmail.com,masculino,29,bucaramanga,4,B,soltero/a,SI,60215
11817,11817@hotmail.com,femenino,47,medellin,5,B,soltero/a,SI,62582
11818,11818@hotmail.com,masculino,61,medellin,5,C,soltero/a,SI,90979
11819,11819@hotmail.com,masculino,65,bogota,6,C,casado/a,SI,45260
11820,11820@hotmail.com,masculino,46,bogota,6,C,divorciado/a,SI,91622
11821,11821@hotmail.com,femenino,54,cali,6,C,soltero/a,SI,80136
11822,11822@hotmail.com,femenino,25,cali,5,D,soltero/a,SI,58421
11823,11823@hotmail.com,masculino,64,bucaramanga,4,C,soltero/a,SI,47109
11824,11824@hotmail.com,masculino,25,cali,4,A,soltero/a,SI,21040
11825,11825@hotmail.com,femenino,25,medellin,4,A,casado/a,SI,58544
11826,11826@hotmail.com,masculino,45,bucaramanga,6,D,soltero/a,SI,51073
11827,11827@hotmail.com,masculino,46,cali,5,C,soltero/a,SI,78281
11828,11828@hotmail.com,masculino,33,medellin,5,B,soltero/a,SI,21601
11829,11829@hotmail.com,femenino,62,bucaramanga,4,B,soltero/a,SI,81163
11830,11830@hotmail.com,femenino,28,cali,6,B,soltero/a,SI,26812
11831,11831@hotmail.com,masculino,38,medellin,6,C,casado/a,SI,75434
11832,11832@hotmail.com,masculino,48,bucaramanga,6,C,divorciado/a,SI,39644
11833,11833@hotmail.com,femenino,21,cali,4,C,soltero/a,SI,31249
11834,11834@hotmail.com,masculino,61,medellin,4,A,soltero/a,SI,65910
11835,11835@hotmail.com,femenino,30,cali,4,D,soltero/a,SI,78870
11836,11836@hotmail.com,masculino,56,bogota,4,C,soltero/a,SI,93101
11837,11837@hotmail.com,masculino,64,bogota,5,B,casado/a,SI,91454
11838,11838@hotmail.com,femenino,62,bogota,4,B,soltero/a,SI,20197
11839,11839@hotmail.com,masculino,20,bogota,4,B,soltero/a,SI,92690
11840,11840@hotmail.com,masculino,37,cali,6,C,soltero/a,SI,79908
11841,11841@hotmail.com,femenino,58,cali,6,C,soltero/a,SI,31573
11842,11842@hotmail.com,masculino,69,medellin,5,C,soltero/a,SI,22929
11843,11843@hotmail.com,masculino,68,medellin,5,C,casado/a,SI,75047
11844,11844@hotmail.com,femenino,69,medellin,4,D,divorciado/a,SI,36077
11845,11845@hotmail.com,masculino,52,cali,4,C,soltero/a,SI,53548
11846,11846@hotmail.com,masculino,67,bogota,5,D,soltero/a,SI,31153
11847,11847@hotmail.com,femenino,40,bogota,4,D,soltero/a,SI,68892
11848,11848@hotmail.com,masculino,48,bogota,6,D,soltero/a,SI,44346
11849,11849@hotmail.com,masculino,45,bogota,4,C,casado/a,SI,48904
11850,11850@hotmail.com,femenino,47,cali,4,B,soltero/a,SI,36925
11851,11851@hotmail.com,masculino,69,cali,5,B,soltero/a,SI,67013
11852,11852@hotmail.com,masculino,26,bogota,6,B,soltero/a,SI,41734
11853,11853@hotmail.com,femenino,55,bogota,4,C,soltero/a,SI,83764
11854,11854@hotmail.com,masculino,49,bogota,5,C,soltero/a,SI,93997
11855,11855@hotmail.com,femenino,53,bogota,6,C,casado/a,SI,79394
11856,11856@hotmail.com,masculino,62,cali,4,C,divorciado/a,SI,83459
11857,11857@hotmail.com,masculino,32,cali,6,D,soltero/a,SI,55611
11858,11858@hotmail.com,femenino,66,bogota,6,C,soltero/a,SI,90508
11859,11859@hotmail.com,masculino,57,bogota,6,A,soltero/a,SI,69674
11860,11860@hotmail.com,masculino,55,bogota,4,A,soltero/a,SI,27846
11861,11861@hotmail.com,femenino,43,bogota,6,D,casado/a,SI,33976
11862,11862@hotmail.com,masculino,59,cali,6,C,soltero/a,SI,63340
11863,11863@hotmail.com,masculino,29,barranquilla,6,B,soltero/a,SI,54814
11864,11864@hotmail.com,femenino,63,bucaramanga,5,B,soltero/a,SI,86496
11865,11865@hotmail.com,masculino,27,medellin,4,B,soltero/a,SI,35864
11866,11866@hotmail.com,masculino,65,medellin,6,C,soltero/a,SI,86867
11867,11867@hotmail.com,femenino,25,bogota,6,C,casado/a,SI,33031
11868,11868@hotmail.com,masculino,48,bogota,4,C,divorciado/a,SI,20503
11869,11869@hotmail.com,masculino,50,cali,4,C,soltero/a,SI,92973
11870,11870@hotmail.com,femenino,57,cali,6,D,soltero/a,SI,94062
11871,11871@hotmail.com,masculino,67,bogota,6,C,soltero/a,SI,56542
11872,11872@hotmail.com,masculino,66,bogota,6,A,soltero/a,SI,51722
11873,11873@hotmail.com,femenino,50,bogota,6,A,casado/a,SI,21049
11874,11874@hotmail.com,masculino,43,bogota,6,D,soltero/a,SI,29760
11875,11875@hotmail.com,femenino,26,cali,5,C,soltero/a,SI,77863
11876,11876@hotmail.com,masculino,48,barranquilla,6,B,soltero/a,SI,80393
11877,11877@hotmail.com,masculino,58,bucaramanga,5,B,soltero/a,SI,78306
11878,11878@hotmail.com,femenino,32,medellin,6,B,soltero/a,SI,78372
11879,11879@hotmail.com,masculino,54,medellin,6,C,casado/a,SI,56787
11880,11880@hotmail.com,masculino,28,bogota,5,C,divorciado/a,SI,96095
11881,11881@hotmail.com,femenino,65,bogota,4,C,soltero/a,SI,93389
11882,11882@hotmail.com,masculino,25,cali,5,C,soltero/a,SI,98154
11883,11883@hotmail.com,masculino,39,cali,6,D,soltero/a,SI,86524
11884,11884@hotmail.com,femenino,42,bogota,5,C,soltero/a,SI,72993
